year,site,length,infected,ploidy,
2014,wpoint,4.4,0,2,
2014,wpoint,3.3,0,2,
2014,wpoint,3.6,0,2,
2014,wpoint,4.6,1,2,
2014,wpoint,3.4,1,2,
2014,wpoint,3.6,0,2,
2014,wpoint,3,0,2,
2014,wpoint,4.2,0,2,
2014,wpoint,4.3,0,2,
2014,wpoint,3.7,0,2,
2014,wpoint,4.2,0,2,
2014,wpoint,4.6,0,2,
2014,wpoint,4.5,0,2,
2014,wpoint,5.1,0,2,
2014,wpoint,5,0,2,
2014,wpoint,3.8,0,2,
2014,wpoint,3.6,0,2,
2014,wpoint,4.1,0,2,
2014,wpoint,4.6,1,2,
2014,wpoint,4.2,1,2,
2014,wpoint,5,1,2,
2014,wpoint,4.2,0,2,
2014,wpoint,4,1,2,
2014,wpoint,3.9,0,2,
2014,wpoint,3.7,0,2,
2014,wpoint,4.7,1,2,
2014,wpoint,3.8,0,2,
2014,wpoint,3.9,1,2,
2014,wpoint,4,0,2,
2014,wpoint,3.5,0,2,
2014,wpoint,3.1,0,2,
2014,wpoint,3.1,0,2,
2014,wpoint,3.7,0,2,
2014,wpoint,4.1,0,2,
2014,wpoint,4.5,1,2,
2014,wpoint,3.5,0,2,
2014,wpoint,3.5,0,2,
2015,swamp,4.8,1,3,
2015,swamp,4.5,0,3,
2015,swamp,4,1,3,
2015,swamp,3.1,0,3,
2015,swamp,3.8,0,3,
2015,swamp,4.8,1,3,
2015,swamp,5.1,1,3,
2015,swamp,3.7,0,3,
2015,swamp,3.1,1,3,
2015,swamp,5,1,3,
2015,swamp,3,0,3,
2015,halfway,3.9,0,3,
2015,halfway,3.8,0,3,
2015,halfway,2.9,0,3,
2015,halfway,4.3,0,3,
2015,halfway,3.9,0,3,
2015,halfway,3.1,0,3,
2015,halfway,3,0,3,
2015,halfway,4.1,0,3,
2015,halfway,4.9,0,3,
2015,halfway,4.1,0,3,
2015,halfway,4.1,0,3,
2015,halfway,3.9,0,3,
2015,halfway,3.8,0,3,
2015,halfway,4.2,0,3,
2015,halfway,4.6,0,3,
2015,1stfence,3.9,0,3,
2015,1stfence,3.5,1,3,
2015,1stfence,5,0,3,
2015,1stfence,2.1,0,3,
2015,1stfence,4.9,0,3,
2015,1stfence,4.1,0,3,
2015,1stfence,2.9,0,3,
2015,1stfence,3.5,0,3,
2015,1stfence,3.1,0,3,
2015,1stfence,4.1,0,3,
2015,1stfence,4,0,3,
2015,1stfence,3.5,0,3,
2015,1stfence,3.8,0,3,
2015,1stfence,4.9,0,3,
2015,1stfence,3.3,0,3,
2015,2ndfence,4.1,0,3,
2015,2ndfence,3.7,0,3,
2015,2ndfence,3.8,0,3,
2015,2ndfence,3.5,0,3,
2015,2ndfence,4.1,0,3,
2015,2ndfence,3.5,0,3,
2015,2ndfence,4.1,0,3,
2015,2ndfence,3.5,1,3,
2015,2ndfence,4.2,0,3,
2015,2ndfence,4.4,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,4.5,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.2,0,3,
2015,2ndfence,4,0,3,
2015,2ndfence,3.6,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,2.8,0,3,
2015,2ndfence,3.8,0,3,
2015,2ndfence,3.5,0,3,
2015,2ndfence,3.1,0,3,
2015,2ndfence,3.1,0,3,
2015,swend,5.3,0,3,
2015,swend,5.5,0,3,
2015,swend,3.9,0,3,
2015,swend,3.9,0,3,
2015,swend,5,0,3,
2015,swend,5.2,0,3,
2015,swend,4.4,0,3,
2015,swend,3.7,0,3,
2015,swend,3.7,0,3,
2015,swend,4.5,0,3,
2015,swend,3.7,0,3,
2015,swend,3.7,0,3,
2015,swend,3.7,0,3,
2015,swend,4,0,3,
2015,swend,3.7,0,3,
2015,swend,3.8,0,3,
2015,swend,4.4,0,3,
2015,swend,4.3,0,3,
2015,swend,4.3,0,3,
2015,swend,5,0,3,
2015,swend,3.7,0,3,
2015,swend,4.7,0,3,
2015,swend,3.5,0,3,
2015,swend,4.7,0,3,
2015,swend,4.2,0,3,
2015,jms,3.7,0,3,
2015,eside,3.9,0,3,
2015,eside,4.1,0,3,
2015,eside,3.9,0,3,
2015,eside,4.5,0,3,
2015,eside,4,0,3,
2015,eside,4.1,0,3,
2015,eside,3.6,0,3,
2015,eside,3.5,0,3,
2015,eside,3.4,0,3,
2015,wbay,3.5,0,3,
2015,wbay,4,0,3,
2015,wbay,4.3,0,3,
2015,wbay,4.5,0,3,
2015,wbay,4.1,0,3,
2015,wbay,3.6,0,3,
2015,wbay,4.6,0,3,
2015,camp,3.9,0,3,
2015,camp,4,0,3,
2015,camp,4.1,0,3,
2015,camp,3.8,0,3,
2015,camp,4.6,0,3,
2015,camp,5,1,3,
2015,seend,4,0,3,
2015,seend,4.3,1,3,
2015,seend,3.8,0,3,
2015,seend,4.1,0,3,
2015,seend,4,0,3,
2015,seend,4.5,0,3,
2015,seend,4.5,0,3,
2015,seend,3.8,0,3,
2015,seend,4,0,3,
2015,seend,3.8,0,3,
2015,seend,4.7,0,3,
2015,seend,3.7,0,3,
2015,site1,3.9,0,3,
2015,site1,3.6,0,3,
2015,site1,4.4,0,3,
2015,site1,4.4,0,3,
2015,site1,3.8,0,3,
2015,site1,4.3,0,3,
2015,wpoint,4.2,0,3,
2015,wpoint,3.7,0,3,
2015,wpoint,4.1,0,3,
2015,wpoint,4.8,0,3,
2015,wpoint,4.2,0,3,
2015,wpoint,4.8,0,3,
2015,wpoint,4,0,3,
2015,wpoint,3.8,0,3,
2015,wpoint,3.2,0,3,
2015,wpoint,3.9,0,3,
2015,wpoint,3.8,0,3,
2014,eside,5.4,0,3,
2014,eside,5.1,0,3,
2014,eside,3.9,0,3,
2014,eside,3.3,0,3,
2014,eside,3.6,0,3,
2014,eside,3.8,0,3,
2014,eside,4.1,0,3,
2014,eside,4.2,0,3,
2014,eside,4.3,0,3,
2014,eside,4.2,0,3,
2014,eside,3.5,0,3,
2014,seend,4.5,0,3,
2014,seend,4.2,0,3,
2014,seend,4.4,0,3,
2014,seend,4.7,0,3,
2014,seend,4,0,3,
2014,seend,4.4,0,3,
2014,seend,3.8,0,3,
2014,seend,4.8,0,3,
2014,seend,3.9,0,3,
2014,seend,4.2,0,3,
2014,seend,4.3,0,3,
2014,swend,3.8,0,3,
2014,swend,5.3,0,3,
2014,swend,4.9,0,3,
2014,swend,3.9,0,3,
2014,swend,3.3,0,3,
2014,swend,5.2,0,3,
2014,swend,4.9,0,3,
2014,swend,4.8,0,3,
2014,swend,4.7,0,3,
2014,swend,4.8,0,3,
2014,swend,4.4,0,3,
2014,swend,4.4,0,3,
2014,swend,4.9,0,3,
2014,swend,5.3,0,3,
2014,swend,5.3,0,3,
2014,swend,3.7,0,3,
2014,swend,3.6,0,3,
2014,swend,4,0,3,
2014,swend,5.2,0,3,
2014,swend,4.3,0,3,
2014,swend,4.4,0,3,
2014,swend,4.5,0,3,
2014,swend,2.7,0,3,
2014,swend,5,0,3,
2014,swend,3.9,0,3,
2014,swend,4.5,0,3,
2014,swend,4.5,0,3,
2014,swend,3.8,0,3,
2014,swend,3.5,0,3,
2014,swend,3.7,0,3,
2014,site1,3.4,0,3,
2014,site1,5.2,0,3,
2014,site1,4.6,0,3,
2014,site1,3.2,0,3,
2014,site1,3.4,0,3,
2014,site1,4.9,0,3,
2014,site1,4.6,0,3,
2014,site1,3.3,0,3,
2014,wbay,4.7,0,3,
2014,wbay,3.8,0,3,
2014,wbay,4.1,0,3,
2014,wbay,4.7,0,3,
2014,wbay,4,0,3,
2014,wbay,4.4,0,3,
2014,wbay,5.4,1,3,
2014,wbay,4,0,3,
2014,wbay,3.6,0,3,
2014,wbay,5.3,0,3,
2014,wbay,4.2,0,3,
2014,halfway,3.7,0,3,
2014,halfway,4.6,0,3,
2014,halfway,3.6,0,3,
2014,halfway,3.9,0,3,
2014,halfway,4.7,0,3,
2014,halfway,3.5,0,3,
2014,halfway,4,0,3,
2014,halfway,4.6,0,3,
2014,halfway,4.3,0,3,
2014,halfway,3.8,0,3,
2014,halfway,4,0,3,
2014,halfway,5,0,3,
2014,halfway,3.7,0,3,
2014,halfway,4.1,0,3,
2014,halfway,4,0,3,
2014,halfway,3.7,0,3,
2014,halfway,3.7,0,3,
2014,halfway,3.4,0,3,
2014,halfway,4.5,0,3,
2014,jms,3.6,0,3,
2014,jms,4,1,3,
2014,jms,3.7,0,3,
2014,jms,4.1,0,3,
2014,jms,3.3,0,3,
2014,jms,3.5,0,3,
2014,jms,4.1,0,3,
2014,jms,4.4,0,3,
2014,jms,4.6,1,3,
2014,camp,4.7,0,3,
2014,camp,4.4,0,3,
2014,epoint,4.2,0,3,
2014,1stfence,4.6,1,3,
2014,1stfence,3.2,0,3,
2014,1stfence,4.5,0,3,
2014,1stfence,5.5,1,3,
2014,1stfence,4.2,0,3,
2014,1stfence,5.2,0,3,
2014,1stfence,4,0,3,
2014,1stfence,3.9,0,3,
2014,1stfence,4,0,3,
2014,1stfence,3.1,0,3,
2014,1stfence,3.4,0,3,
2014,1stfence,3.2,0,3,
2014,1stfence,3.5,0,3,
2014,1stfence,4,0,3,
2014,1stfence,5.4,1,3,
2014,1stfence,3.3,0,3,
2014,1stfence,4.2,0,3,
2014,swamp,4.5,0,3,
2014,swamp,3.9,0,3,
2014,swamp,3.7,0,3,
2014,swamp,4.2,0,3,
2014,swamp,3.8,0,3,
2014,swamp,4.8,1,3,
2014,swamp,3.9,1,3,
2014,swamp,3.5,0,3,
2014,swamp,3.8,0,3,
2014,swamp,3.2,0,3,
2014,swamp,4.5,0,3,
2014,swamp,3.2,0,3,
2014,swamp,4.3,0,3,
2014,swamp,4.1,0,3,
2014,swamp,4.9,1,3,
2014,swamp,5.1,0,3,
2014,swamp,4,0,3,
2014,swamp,5.1,1,3,
2014,swamp,4.9,0,3,
2014,2ndfence,3.9,0,3,
2014,2ndfence,3.5,0,3,
2014,2ndfence,4.9,0,3,
2014,2ndfence,3.2,0,3,
2014,2ndfence,3.2,0,3,
2014,2ndfence,3.5,0,3,
2014,2ndfence,2.5,0,3,
2014,2ndfence,4,0,3,
2014,2ndfence,4.8,0,3,
2014,2ndfence,4.3,0,3,
2014,2ndfence,3.5,0,3,
2014,2ndfence,3.2,0,3,
2014,2ndfence,3.9,0,3,
2014,2ndfence,3.5,0,3,
2014,2ndfence,4.5,1,3,
2014,2ndfence,3.8,0,3,
2014,2ndfence,3.5,0,3,
2014,2ndfence,3.6,0,3,
2014,2ndfence,4.8,0,3,
2014,2ndfence,3.9,0,3,
2014,2ndfence,3.9,0,3,
2014,2ndfence,4,0,3,
2014,2ndfence,3.8,0,3,
2014,2ndfence,3.8,0,3,
2014,2ndfence,4,0,3,
2014,2ndfence,3.8,0,3,
2014,wpoint,3.8,0,3,
2014,wpoint,4.2,0,3,
2014,wpoint,4.4,0,3,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
