year	lake	sites	habitat	sex	Microphallus	tests	Original Source
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	1	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	male	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	Jetty South	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	0	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	male	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
2000	Mapourika	North of jetty	shallow	female	1	"2,4,5"	d
1995	Tennyson	site 1	deep	female	1	"2,5"	e
1995	Tennyson	site 1	shallow	female	1	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	deep	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 1	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	shallow	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	female	0	"2,5"	e
1995	Tennyson	site 2	deep	male	0	"2,5"	e
